id,repo,surface,feature,user_story,expected_behavior,source_evidence,status,test_plan,test_status,error_log,fix_status,retest_status,notes
SQL-025,rvbbit-sql,storage,"Compaction, Parquet export, and row group metadata","As an operator, I want compaction/export to build columnar files and metadata so scans can accelerate without losing correctness.","compact/refresh acceleration writes Parquet/layout artifacts, row group metadata, and observable operation rows; scans remain correct across refreshes.",docs/RVBBIT_PRODUCTION_SHAPE.md:11; docs/LAKEHOUSE.md:59; docs/ACCEPTANCE_HARNESS.md:102; crates/pg_rvbbit/src/catalog.rs:6640; crates/pg_rvbbit/src/compact.rs:1080; tests/test_compact_and_rewriter.py; tests/test_row_group_pruning.py,tested_pass,"Run compact on sample table, inspect acceleration status and row group metadata, query data after refresh.",runtime_smoke_pass,,not_needed,passed,"Focused docker bench pytest SQL-025 subset passed: 7 passed covering compact heap retention, row_groups registration, metadata count behavior, post-compact heap delta counts, row-group pruning, and insert-only delta refresh. Manual smoke created codex_sql025 table USING rvbbit, inserted 10 rows, set compact chunk size 4, compact returned 3 new row groups with n_rows 4/4/2 and non-empty bytes/paths, generations recorded generation 1 with 10 rows and 3 groups, latest acceleration operation was refresh_acceleration ok rows_written 10 row_groups_written 3, shadow_heap_status showed parquet_rows 10 row_groups 3 dirty false, aggregate stayed count 10 sum 550, and EXPLAIN ANALYZE pruned 3 row groups for id 999."
SQL-026,rvbbit-sql,storage,Acceleration freshness and maintenance autopilot,"As an operator, I want policy-driven acceleration refreshes so stale tables are maintained based on value, cost, and resource caps.","Freshness policy functions record dirty/stale state, refresh caps and autopilot sweeps select tables, and operations/phases expose progress/errors.",docs/ACCELERATOR_FRESHNESS_PLAN.md:1; crates/pg_rvbbit/src/freshness.rs:1; crates/pg_rvbbit/sql/migrations/0083_cube_refresh_autopilot.sql; crates/pg_rvbbit/sql/migrations/0084_cube_refresh_selective_sweeps.sql; tests/test_acceleration_dirty_ops.py; tests/test_acceleration_auto_consolidation.py; tests/test_cube_refresh_autopilot.py,tested_pass,"Mutate accelerated table, inspect freshness status, run selective sweep/autopilot function, verify operation rows.",runtime_smoke_pass,,not_needed,passed,"cargo test --manifest-path crates/pg_rvbbit/Cargo.toml freshness --lib -- --test-threads=1 passed: 11 passed, 134 filtered, with known pgrx cfg warnings. Focused docker bench pytest SQL-026 subset passed: 8 passed covering dirty delta refresh, rebuild fallback when overlays are incomplete, row-group/tombstone pressure accel_tick rebuilds, and cube refresh autopilot/selective sweeps/manual policy. Manual smoke created codex_sql026 table, refreshed one row, inserted a second row, accel_freshness showed dirty true parquet_authoritative false parquet_rows 1 drift_rows 1, set scheduled accel policy min_interval 0, dry-run accel_tick planned delta, executing accel_tick returned delta ok rows_written 1, accel_freshness became clean and authoritative with parquet_rows 2 row_groups 2, accel_tick_runs and acceleration_operations recorded the delta refresh, and query output remained one,two."
SQL-027,rvbbit-sql,storage,Hot cache and layout variants,"As an operator, I want hot memory cache and alternate layout variants so repeated analytic shapes can use faster physical paths.",hot_load/status/evict manage in-memory cache; layout variant status shows available accelerator layouts such as hive/vortex/lance/duck where enabled.,docs/TUNING.md:94; docs/RVBBIT_PRODUCTION_SHAPE.md:87; crates/pg_rvbbit/src/df.rs:61; crates/pg_rvbbit/src/df.rs:1626; crates/pg_rvbbit/src/router.rs:5030; crates/pg_rvbbit/src/compact.rs:1961; tests/test_acceleration_observability.py; tests/test_route_profiles.py,tested_pass,"Load table into hot cache, query status, evict, and verify route availability changes for hot_mem candidate.",runtime_fix_pass,Route status helper test expected 9 candidate gates but route_status now exposes rvbbit_native_vortex as a tenth gate.,fixed_test_expectation,passed,"Updated tests/test_route_profiles.py to include rvbbit_native_vortex in the expected candidate gate set. Focused docker bench pytest SQL-027 subset passed after fix: 3 passed covering hive variant phase/status rows, vortex format variant plus forced datafusion_vortex route, and route_status candidate gates. Manual hot-cache smoke created codex_sql027 table, refreshed acceleration, route_explain showed datafusion_mem unavailable before hot_load with no enabled hot_objects, hot_load returned status ok row_count 24 row_groups 1 cache_bytes 1052, hot_status showed fresh cached_in_backend object, route_explain then showed datafusion_mem available, forced datafusion_mem query returned bucket sums 840/660/720/780, hot_evict deleted the catalog row and backend cache entry, and datafusion_mem became unavailable again."
SQL-028,rvbbit-sql,routing,Adaptive route explain and decision logging,"As a user, I want to see why a query chose heap, native, DataFusion, Duck, Vortex, or another route before and after execution.","route_explain returns features/candidates/reason; route decisions and executions log route choice, runtime, fallback, and profile selection.",README.md:93; docs/RVBBIT_ROUTING_UI.md:38; crates/pg_rvbbit/src/router.rs:1048; crates/pg_rvbbit/src/rewriter.rs:778; crates/pg_rvbbit/src/route_log.rs:1; tests/test_route_profiles.py,tested_pass,"Run route_explain and an eligible query, inspect route_decisions and route_executions.",runtime_smoke_pass,,not_needed,passed,"Focused docker bench pytest SQL-028 route subset passed: 5 passed covering profile override route_explain, missing-profile guc behavior, no-active-profile conservative native route, route_decisions/route_executions profile columns, and route summary profile dimensions. Manual smoke created codex_sql028 table, compacted it, enabled route_decision_log sample 1.0, route_explain returned safe_select true chosen_candidate rvbbit_native route native route_source no-profile-native profile_source none and 10 candidates, executing the aggregate returned 5 grouped rows, polling by features.sql_hash found one new route_decisions row and one new route_executions row matching candidate/route/source/profile, execution status ok rows_returned 5 elapsed_ms positive, and route_decision_log_status showed enqueued 2 written 2 decision_written 1 execution_written 1 with no drops or write/connect errors."
SQL-029,rvbbit-sql,routing,Route training profiles and lifecycle,"As an operator, I want SQL-managed training profiles so route choices improve from observed performance and can be promoted or retired safely.","route_train_query, route_profile_rebuild, route_eval, route_activate/retire/clone/merge/import/export manage profiles without unsafe global mutations.",docs/RVBBIT_ROUTE_TRAINING_UI.md:31; docs/RVBBIT_ROUTING_PRODUCTION_GOAL.md:104; crates/pg_rvbbit/src/router.rs:1177; crates/pg_rvbbit/src/router.rs:1312; crates/pg_rvbbit/src/router.rs:1362; crates/pg_rvbbit/src/router.rs:1555; crates/pg_rvbbit/src/router.rs:1593; tests/test_route_profiles.py,tested_pass,"Seed training queries/observations, rebuild profile, activate locally, evaluate, clone/retire.",runtime_smoke_pass,,not_needed,passed,"Focused docker bench pytest SQL-029 training test passed: 1 passed covering route_train_query candidate recording, route_training_summary, and route_training_delete_query. Manual lifecycle smoke created codex_sql029 table, trained profile with rvbbit_native and datafusion_vector candidates, summary showed datafusion_vector ok and rvbbit_native baseline, route_profile_rebuild produced 1 inactive entry, route_eval reported inactive profile with 1 entry, route_export_profile exported 1 entry, route_import_profile stored 1 entry under a new inactive name, route_activate_profile made it current active, route_retire_profile deactivated it with was_active true, route_clone_profile copied 1 entry into another inactive profile, clone route_eval saw 1 entry, and deleting the training query rebuilt the source profile back to 0 entries."
SQL-030,rvbbit-sql,time travel,AS OF generation and timestamp helpers,"As an analyst, I want to query previous table generations by timestamp or comment directive so I can inspect historical state.",set_as_of/comment directive pins statement or session reads; time_travel_timeline exposes generations; deletes/updates are respected through generation-aware overlays.,docs/TIME_TRAVEL.md:16; docs/TIME_TRAVEL.md:86; docs/TIME_TRAVEL.md:167; crates/pg_rvbbit/src/time_travel.rs; crates/pg_rvbbit/src/custom_scan.rs:523; crates/pg_rvbbit/src/df.rs:451; tests/test_time_travel.py,tested_pass,"Create generations via DML/compact, query with comment and set_as_of, verify timeline and tombstone behavior.",runtime_smoke_pass,,not_needed,passed,"docker bench pytest /tests/test_time_travel.py -q passed: 1 passed covering generation GUC, set_as_of timestamp helper, comment shorthand, reset behavior, and timeline. Manual smoke created codex_sql030 table, generated gen1 with ids 1/2 and gen2 with id 3, deleted id 2 creating delete_generation 13, refresh after delete wrote 0 rows and 0 row groups, latest ids were 1/3, AS OF gen1 returned 1/2, AS OF gen2 returned 1/2/3, AS OF delete_generation returned 1/3, set_as_of(first_committed_at) resolved gen1 and returned 1/2, comment AS OF at gen2 returned 1/2/3 for that statement and reset to latest 1/3 afterward, tombstone_count was 0 at gen2 and 1 at delete_generation, and timeline metadata reported gen1 visible rows 2 and gen2 visible rows 3."
SQL-031,rvbbit-sql,sidecar,Duck/Vortex sidecar modes and fallback,"As an operator, I want local sidecar, one-shot, and shared broker modes with safe fallback so Duck/Vortex acceleration is operationally simple.",Local persistent remains the base default; packaged compose can opt into shared broker for matching targets; missing broker records fallback and query remains correct.,docs/DUCK_SIDECAR.md:54; docs/DUCK_SIDECAR.md:138; docker/docker-compose.uber.yml,tested_pass,"Pytest: test_duck_backend_fail_open_uses_native_fallback passed. Manual smoke: created vortex_scan-backed rvbbit table; forced duck_vortex returned identical grouped totals for local persistent, local one-shot, missing broker fallback, and live broker socket. Missing socket recorded one duck/vortex fallback row with local_persistent_or_oneshot; live broker recorded no fallback and showed one rvbbit-duck-sidecar PG connection.",runtime_smoke_pass,,not_needed,passed,
SQL-032,rvbbit-sql,sidecar,Duck broker telemetry,"As an operator, I want sidecar query, fallback, latest, and summary views so worker behavior is visible from SQL.","duck_sidecar_latest, query_events, fallback_events, and query_summary expose worker events, latency, fallback reasons, and recent activity.",content/docs/sql-reference.md:147; docs/DUCK_SIDECAR.md:384; crates/pg_rvbbit/src/duck_telemetry.rs,tested_pass,"Manual smoke: created vortex_scan-backed rvbbit table; forced duck_vortex through local one-shot, live shared broker, and missing-broker fallback. Polled telemetry until rvbbit.duck_sidecar_query_events showed local_oneshot, local_persistent fallback, and shared_broker ok rows for the generated table; rvbbit.duck_sidecar_fallback_events showed duck/vortex local_persistent_or_oneshot reason for missing socket; rvbbit.duck_sidecar_latest showed shared_broker duck/vortex online; rvbbit.duck_sidecar_query_summary showed ok calls and returned rows for all modes.",runtime_smoke_pass,,not_needed,passed,
SQL-033,rvbbit-sql,metrics,"Metric definitions, dimensions, and KPI checks","As an analyst, I want versioned SQL metrics with checks and dimensions so recurring business logic has durable definitions and verdicts.","Metric functions define/run/version metrics, support def-time and data-time axes, KPI thresholds, dimensions, and materialized run history.",docs/METRICS.md:40; docs/METRICS.md:306; crates/pg_rvbbit/src/catalog.rs:7587; crates/pg_rvbbit/sql/migrations/0027_dimensional_metrics.sql:99; docker/sql/metrics-verify.sql,tested_pass,"Manual smoke: created versioned KPI metrics over two rvbbit snapshot generations; verified metric_versions/metric_catalog, def-time x data-time matrix, check_metric pass/fail and threshold override, composed metric params, metric_by region slicing via cube_columns metadata, and materialize_metric/metric_history status. Also ran docker/sql/metrics-verify.sql successfully, including expected cycle and missing-metric errors.",runtime_smoke_pass,Stale source_evidence path content/docs/metrics-kpis.md did not exist.,tracker_source_fix,passed,Replaced stale content/docs metrics source with live docs/METRICS.md and code/migration references.
SQL-034,rvbbit-sql,cubes,"Cube authoring, enrichment, refresh, and proposals","As an analyst, I want curated subject-area cubes that can be manually defined, proposed, enriched, refreshed, and promoted to metrics.","define_cube/enrich_cube/refresh_cube/drop_cube and proposal lifecycle functions manage accelerated cube tables, docs, categories, lineage, and related metric proposals.",docs/CUBES_PLAN.md:55; crates/pg_rvbbit/sql/migrations/0004_cubes.sql:109; crates/pg_rvbbit/sql/migrations/0005_cubes_enrich.sql:135; crates/pg_rvbbit/sql/migrations/0020_proposal_categories.sql:112; crates/pg_rvbbit/sql/migrations/0084_cube_refresh_selective_sweeps.sql:264,tested_pass,"Manual smoke: created source table and define_cube materialized cubes.<name> with 3 rows; describe_cube returned columns/sample/health/source tables; live enrich_cube enriched 3 columns; source insert plus refresh_cube produced 4 rows, two generations, clean control/status; record/refine/withdraw proposal updated pending draft; accept_proposal created a cube; metric proposal acceptance created a KPI metric over the cube. Pytest: /tests/test_cube_refresh_autopilot.py passed 3 tests.",runtime_smoke_pass,,not_needed,passed,
SQL-035,rvbbit-sql,alerts,Durable SQL and metric alerts,"As an operator, I want alert rules over SQL or metrics with action queues and episodes so threshold breaches can trigger SQL, MCP, or flow work.","Alert functions/tables manage rules, state, queue, events, sweeps, conditions, cooldowns, and actions with inspectable history.",docs/ALERTS_PLAN.md:69; crates/pg_rvbbit/src/catalog.rs:8316; crates/pg_rvbbit/src/catalog.rs:8621; crates/pg_rvbbit/src/catalog.rs:8849; crates/pg_rvbbit/src/catalog.rs:8935,tested_pass,"Manual smoke: defined SQL alert over deterministic table with SQL action sink; verified catalog/control disable-enable-cadence-mute-unmute, alert_sweep state for pass/fail entities, one queued transition, alert_worker_tick done event and SQL sink row, no re-fire while held, pass then fail re-armed and fired again, sweep_runs heartbeat. Also defined metric KPI, materialized failing observation, metric alert swept/queued/fired via noop action. alerts_install_cron dry-run returned four jobs; global alerts_enabled kill switch skipped sweep and worker.",runtime_smoke_pass,Stale source_evidence path content/docs/alerts.md did not exist.,tracker_source_fix,passed,Replaced stale content/docs alert source with docs/ALERTS_PLAN.md and catalog.rs implementation references.
SQL-036,rvbbit-sql,catalog,"Catalog crawl, data search, and drift","As a user, I want rvbbit to crawl schemas and build searchable fingerprints/graphs so I can find tables/columns and detect drift.","catalog_crawl writes graph/fingerprint/progress rows, data_search ranks table/column hits, and drift history compares extraction/crawl runs.",docs/CATALOG_KG_PLAN.md:19; crates/pg_rvbbit/sql/migrations/0001_durable_catalog_crawl.sql:44; crates/pg_rvbbit/sql/catalog_kg.sql:749; crates/pg_rvbbit/sql/catalog_drift.sql:1,tested_pass,"Created isolated schema and graph; catalog_crawl_run wrote ok progress for 2 tables and 6 columns, catalog_docs/snapshots, and data_search ranked customers.email and customers. After adding customers.tier and a row, second crawl saw 7 columns; catalog_drift reported table row increase plus tier added, catalog_drift_summary counted 1 added and 3 changed, and catalog_object_history returned both row-count versions.",runtime_smoke_pass,Stale source_evidence path content/docs/catalog.md did not exist.,tracker_source_fix,passed,Replaced stale content/docs catalog source with live docs and catalog SQL references.
SQL-037,rvbbit-sql,brain,"Document Brain sources, ACLs, retrieval, and KG enrichment","As a workspace user, I want role-gated document ingestion and retrieval so private docs can be searched and enriched safely.","Brain source/ingest/grant/revoke/exclude functions chunk docs, enforce visibility, support ask_brain/tree/get_doc, and enrich entities/relations.",crates/pg_rvbbit/sql/migrations/0031_brain_phase0.sql:14; crates/pg_rvbbit/sql/migrations/0049_brain_source_delete_and_relations.sql:40; crates/pg_rvbbit/sql/migrations/0059_brain_norm_cache.sql:34; crates/pg_rvbbit/sql/migrations/0064_brain_enrich_source.sql:13; crates/pg_rvbbit/sql/migrations/0068_brain_doc_type_facets.sql:45,tested_pass,"Transactional database smoke defined a source/provider, ingested two role-gated docs with embedded chunks, verified allowed versus denied visible docs, tree, and get_doc, verified filtered ask_brain and facets, then revoke/exclude behavior. Enrichment with skip_triples produced 2 enriched docs, 4 structured KG edges, Alpha links_to Beta, ACL-gated doc graph/related/doc_relations for allowed users, and no graph rows for denied users.",runtime_smoke_pass,Stale source_evidence path src/lib did not exist and earlier Brain behavior was superseded by later migrations.,tracker_source_fix,passed,Replaced stale source reference with the current Brain ACL/search/enrichment migration files and tested the live installed function signatures.
SQL-038,rvbbit-sql,capabilities,Capability catalog and SQL deploy,"As an admin, I want bundled capability packs discoverable in a catalog and installable through SQL/Warren so sidecars and operators are repeatable.",capability catalog seed lists packs/operators/resources; deploy_catalog_capability queues deployment with target selector; pack acceptance SQL can validate installs.,docs/CAPABILITIES.md:122; docs/ACCEPTANCE_HARNESS.md:50; capabilities/catalog.json; capabilities/packs/smoke/warren-echo/rvbbit-pack.yaml:32; crates/pg_rvbbit/src/catalog.rs:3523; crates/pg_rvbbit/src/catalog.rs:4469; crates/pg_rvbbit/src/catalog.rs:9142,tested_pass,"Transactional SQL smoke ran seed_capability_catalog, verified 46 curated seeded entries, 47 active catalog rows, smoke/warren-echo active, operator/resource/acceptance metadata present, and deploy_catalog_capability queued a Warren capability job preserving target_selector and stamping backend/operator intent. Full make capability-test MANIFEST=capabilities/packs/smoke/warren-echo then queued job 444296ba-1db7-4542-81d1-40034882f90c, ran warren-agent --once, built/started rvbbit-warren-smoke-echo, and both acceptance SQL tests passed.",capability_acceptance_pass,,not_needed,passed,Acceptance summary reported tests 2 failures 0 for smoke/warren-echo using TARGET capability=true docker=true gpu=false.
SQL-039,rvbbit-sql,capabilities,Capability CLI and scaffolding,"As a developer, I want CLI tools and templates to scaffold model/runtime/MCP capability packs so custom packs follow the expected contract.","rvbbit-capability and templates create pack manifests, Dockerfiles, handlers, acceptance tests, and generated files that match schemas.",docs/CAPABILITIES.md:26; docs/CAPABILITIES.md:1031; capabilities/tools/rvbbit-capability:660; capabilities/schema/capability.schema.json; capabilities/schema/pack.schema.json; capabilities/templates/hf-rvbbit-fastapi/main.py,tested_pass,"Scaffolded smoke/warren-echo into /tmp, rendered all SQL, built catalog JSON and seed JSON, validated all 32 pack manifests plus all 32 capability manifests against JSON schemas, validated generated rvbbit.backend.yaml, and inspected generated Dockerfile, compose.yaml, main.py, requirements.txt, register.sql, operator.sql, and smoke.sql.",cli_scaffold_schema_pass,Initial strict schema validation failed because the bundled smoke/warren-echo capability uses runtime.handler echo while capability.schema.json omitted echo from the allowed handler enum.,fixed_capability_schema_echo_handler,passed,Added echo to the capability schema handler enum. Retest output: 32 packs ok; 32 capabilities ok; generated backend ok; generated temp artifacts stayed under /tmp.
SQL-040,rvbbit-sql,Warren,Remote capability agents and jobs,"As an operator, I want Warren agents to claim deploy jobs and register runtimes/backends/operators so model sidecars can run on eligible hosts.","Warren tables track nodes, jobs, deployments, inventory, metrics, desired state, and generated registrations; warren-agent processes claims once or as service.",docs/WARREN.md:14; docs/WARREN.md:66; docs/WARREN.md:136; docs/ACCEPTANCE_HARNESS.md:37; warren/agent/src/main.rs:335; warren/agent/src/main.rs:678; warren/agent/src/main.rs:2207; warren/agent/src/main.rs:2674,tested_pass,"Used the smoke/warren-echo acceptance run from SQL-038: make capability-test queued job 444296ba-1db7-4542-81d1-40034882f90c and ran warren-agent --once as capability-test-warren. Verified warren_jobs completed ready with endpoint, warren_deployments running with backend_probe ok, warren_inventory showing the node and deployment, backend_health registered warren_smoke_echo, operators registered warren_smoke_echo steps, direct operator call echoed sql040 direct call, and backend_probe returned ok true.",warren_agent_once_pass,,not_needed,passed,One-shot Warren node is expected to become offline after the acceptance run while the deployment remains running.
SQL-041,rvbbit-sql,predictive models,SQL-backed model training lifecycle,"As an analyst, I want to train a tabular model from SELECT and call predict_model from SQL.","train_model queues metadata, trainer/sidecar fits the model, complete_model_training registers backend/operator, and predict_* returns model output with status visibility.",docs/CAPABILITIES.md:710; docs/MODELS_UNIFIED_PLAN.md:8; docs/MODEL_STUDIO_PLAN.md:23; docs/ACCEPTANCE_HARNESS.md:107; crates/pg_rvbbit/src/catalog.rs:3157; crates/pg_rvbbit/sql/model_orchestration.sql:222; capabilities/tools/rvbbit-trainer; capabilities/packs/tabular,tested_pass,"Created a 140-row sklearn classification fixture in schema codex_sql041_7d817942, called train_model_managed with feature_schema and random_forest opts, ran rvbbit-trainer watch --once --serve-local from the bench container with serve-host bench, and verified training_status active/completed/ready. The generated backend trained_codex_sql041_7d817942_backend and operator predict_codex_sql041_7d817942 were registered, live SQL prediction returned label hi for a=100, metrics accuracy/f1/balanced_accuracy were 1.0, and batch prediction matched 140/140 rows.",managed_training_pass,Stale source_evidence path content/docs/predictive-models.md did not exist.,tracker_source_fix,passed,Temporary sidecar port 8939 was stopped and the unique model/schema/backend/operator artifacts were cleaned up after verification.
SQL-042,rvbbit-sql,warehouse MCP,Warehouse MCP server,"As an AI assistant user, I want a read-only MCP server over warehouse data with semantic discovery and guarded SQL so external assistants can inspect governed data.","warehouse-mcp exposes schema-scoped tools, validates read-only SQL, can use rvbbit functions for discovery/metrics/brain, and ships a dashboard template.",services/warehouse-mcp/README.md:1; services/warehouse-mcp/server.py:64; services/warehouse-mcp/server.py:178; services/warehouse-mcp/server.py:274; services/warehouse-mcp/server.py:1348; services/warehouse-mcp/server.py:1367; services/warehouse-mcp/server.py:1842; docs/WAREHOUSE_MCP_PHASE0.md:39; docs/WAREHOUSE_MCP_PLAN.md:83,tested_pass,"Created isolated warehouse schema codex_sql042_f64a1cbf, disposable revenue metric, and a catalog crawl graph. Started warehouse-mcp --http with shared key: /health returned 200, unauthenticated /mcp returned 401, and authenticated /mcp returned 406 for plain GET instead of 401. Direct tool smoke verified profile_schema listed orders, describe_table returned 5 columns/samples/stats, search_data found the crawled table, list/get/metric returned the disposable metric value total 440.75 orders 4, validate_sql marked SELECT safe, run_sql returned 2 rows, DELETE was blocked with NOT_SELECT, rvbbit schema describe was NOT_AUTHORIZED, dashboard_template returned live bridge HTML, and _logged wrote mcp_activity.",warehouse_mcp_smoke_pass,Stale source_evidence path content/docs/warehouse-mcp.md did not exist.,tracker_source_fix,passed,Fixture schema graph and metric were cleaned after the smoke.
SQL-043,rvbbit-sql,examples,Bigfoot demo,"As an evaluator, I want a realistic demo that exercises semantic primitives on non-toy data so product behavior can be inspected end to end.","make bigfoot-demo loads BFRO data, runs retrieval, topics, semantic comparisons, KG extraction, capability operators, receipts, and predictive examples.",README.md:122; examples/bigfoot/README.md; docs/BIGFOOT-DEMO.md,tested_pass,"Ran make bigfoot-load, make bigfoot-kg-demo, make bigfoot-demo, examples/bigfoot/run_all.sh, examples/bigfoot/08_predict_class.sql with a trainer worker, and examples/bigfoot/07_live_triples_receipts.sql with live_rows=1; inspected SQL outputs for every scripted section.",bigfoot_demo_full_pass,"Initial make gpu-up failed because docker-compose.sidecars.yml left the dev python-runtime service unprofiled, causing a container-name collision with an existing Warren-managed rvbbit-python-runtime. The Bigfoot notebook also assumed capability packs were already installed before 06_capability_operators.sql, which would otherwise fail with missing operators on a fresh DB.",fixed_sidecar_profile_and_bigfoot_preflight_docs,passed,"Evidence: bigfoot-load loaded 5035 rows; kg demo built 1435 deterministic evidence rows; make bigfoot-demo reached End of demo after embeddings, KNN, topics, outliers, semantic case, diff, GLiNER, rerank, NLI, semantic MV, bitmap, receipts, flow, vectorize, chained operators, heterogeneous takes, and SQL-node sections; installed GLiNER/reranker/emotion packs through capability-test with 0 failures; run_all.sh passed default notebook sections; training produced active predict_bigfoot_class with holdout accuracy 0.636; live triples ingested 22 triples and cost_audit_summary returned receipt/cost health. Retest after fixes: models-profile compose up --no-build succeeded without python-runtime collision and reduced-sample run_all.sh passed."
SQL-044,rvbbit-sql,release,Acceptance harness and release checks,"As a maintainer, I want deterministic e2e and capability acceptance reports so releases prove broad behavior rather than isolated unit tests.","make e2e-realworld covers catalog, imports, storage, persistence, routing, ML, semantic, embeddings, Python, MCP, KG, Warren, costs, diagnostics; reports JSONL/Markdown artifacts.",docs/ACCEPTANCE_HARNESS.md:1; docs/ACCEPTANCE_HARNESS.md:96; tests/pytest.ini; crates/pg_rvbbit/src/rewriter.rs; tests/test_implicit_prewarm.py,tested_pass,Run make e2e-realworld and targeted implicit-prewarm regression inside bench container; record report paths and failures in this sheet.,e2e_harness_pass,"Initial make e2e-realworld run e2e_20260624T074333Z_467c8d08b6 failed semantic/implicit_prewarm_where_order_limit with InvalidColumnReference: SELECT DISTINCT ORDER BY expressions must appear in select list. Fixed implicit prewarm SQL generation to preserve original ORDER BY/LIMIT row shaping in a subquery before deduping operator inputs. Retest run e2e_20260624T074936Z_b1c9461ae7 passed: 39 events, 0 failures, 2 optional skips (ml/sql_trained_bigfoot_classifier sample JSON decode, live_llm disabled). Focused docker bench pytest /tests/test_implicit_prewarm.py -k filtered_order_limit_can_sort_by_non_input_column -q passed. cargo check passed with known warnings; rustfmt check is blocked by pre-existing unrelated formatting drift.",fixed_and_regression_added,passed,Retest report: /results/e2e/e2e_20260624T074936Z_b1c9461ae7/report.md; events: /results/e2e/e2e_20260624T074936Z_b1c9461ae7/events.jsonl; initial failed report: /results/e2e/e2e_20260624T074333Z_467c8d08b6/report.md.
LENS-001,rvbbit-lens,desktop shell,"Window manager, folders, and workspaces","As a desktop user, I want launchers, folders, movable windows, and workspaces so SQL tools can stay side by side.","Desktop shell registers launchers, folder windows filter items, windows open/focus/minimize/resize, and rvbbit-only launchers are gated by extension presence.",README.md:3; src/components/desktop/desktop-shell.tsx:3725; src/lib/desktop/types.ts:5,tested_pass,"Start dev server, verify launcher visibility with and without rvbbit status, open/move/minimize windows and switch workspaces.",cdp_browser_pass_standalone_window_manager,"npm run typecheck passed; npm run build passed. Initial standalone browser test found real 404s for _next/static chunks: SSR returned / but CSS/JS failed so hydration did not load connections. Added postbuild standalone asset sync and start:standalone script; rebuild synced .next/static and public. Retest verified saved rvbbit connection visible, rvbbit launchers visible, Finder table search/schema summary, System folder items, window drag/move, minimize/restore dock behavior, workspace 2 parking and workspace 1 restore, no console errors, no network failures. Empty RVBBIT_LENS_HOME retest verified core launchers/empty CTA remain and rvbbit-only launchers are hidden.",fixed_standalone_static_assets_and_build_root_warning,passed,Standalone browser coverage used isolated Chromium CDP because MCP Playwright was locked. API responses for connections/schema/rvbbit-status/query/scenes returned 200 in the rvbbit connection pass.
LENS-002,rvbbit-lens,command palette,Command palette,"As a keyboard user, I want a fuzzy command palette for launching windows, opening tables/views, switching workspaces, and invoking common actions.","Cmd/Ctrl-P opens palette groups for launchers, schema objects, saved views, and actions; selecting an item triggers the same handlers as launchers.",src/components/desktop/desktop-shell.tsx:3784; src/components/desktop/command-palette.tsx:9,tested_pass,"Use keyboard shortcut, search launcher/table/saved view/action, execute selection, verify focus/open behavior.",cdp_keyboard_palette_pass,"Standalone CDP test opened command palette with Ctrl-P, verified search input and visible actions/open/table groups, searched Connections and selected it to open the Connections window, searched Workspace 3 and selected it to switch workspace, no console errors, no network failures.",not_needed,passed,Selection was verified for a launcher action and workspace action; schema table items rendered in the palette during the broader desktop pass.
LENS-003,rvbbit-lens,connections,Connection registry,"As a local user, I want to save, test, edit, and delete Postgres connections without app accounts.","Connections window persists connection settings in the local registry, tests only saved drafts with an id, and notifies the shell after changes.",README.md:19; src/components/desktop/connections-window.tsx:63; src/lib/db/registry.ts:139,tested_pass,"Create test connection, test it, edit label, delete it, confirm file/local registry behavior.",cdp_browser_pass_isolated_standalone,"Initial isolated browser test found three UX/logistical issues: create saved the record but left the draft without the saved id, unreachable active connections produced 500 schema/status resource errors, and the empty welcome overlay intercepted the opened Connections window. A later pass found the test result could push Save/Delete below the visible window.",fixed_connection_editor_state_metadata_fallback_empty_overlay_and_sticky_actions,passed,"Retest used isolated RVBBIT_LENS_HOME and standalone build on port 3102. Browser created bad-port connection, verified schema/status returned 200 with no 5xx/console errors, showed ECONNREFUSED Test failure panel, edited label, deleted with confirmation, and confirmed API plus connections.json were empty."
LENS-004,rvbbit-lens,finder,Schema finder and object actions,"As a database user, I want to browse schemas/tables/views/materialized views and open data or DDL quickly.","Finder lists schema objects, indicates object kind/rvbbit tables, opens SELECT data windows, views DDL, and exposes drop actions with correct object verbs.",README.md:3; src/components/desktop/finder-window.tsx:53; src/lib/db/schema.ts,tested_pass,"Created disposable codex_lens table, view, and materialized view; opened Finder in isolated Chromium CDP; searched schema objects; opened DDL and data windows; checked table/view/materialized-view context actions.",cdp_finder_actions_pass,"Initial Finder copy still described the mixed table/view/matview list as tables, and materialized-view drop actions surfaced the internal matview kind label. A stale generated .next/dev Turbopack cache also caused a missing SWC helper before retest and was cleared.",fixed_finder_object_labels_and_matview_drop_verb,passed,"Retest verified the schema API returned codex_lens.finder_demo as table, finder_v as view, and finder_mv as matview; Finder showed 202 objects across 18 schemas, search placeholder/empty/count copy says objects, DDL window included CREATE TABLE for finder_demo, data window showed alpha and beta rows, Drop view and Drop materialized view labels rendered, internal Drop matview did not render, npm run typecheck passed, and the browser run had no console errors or network failures."
